date,time,dt,forecast,actual,delta,deviation
11/4/14,10:15:00 AM,4/11/14 10:15,0.07,0.010641667,-0.059358333,-84.79761905
11/4/14,10:30:00 AM,4/11/14 10:30,0.0375,-0.006166667,-0.043666667,-116.4444444
11/4/14,10:45:00 AM,4/11/14 10:45,0.0225,-0.0086,-0.0311,-138.2222222
11/4/14,11:00:00 AM,4/11/14 11:00,0.0175,-0.008066667,-0.025566667,-146.0952381
11/4/14,11:15:00 AM,4/11/14 11:15,0.015,-0.007466667,-0.022466667,-149.7777778
11/4/14,11:30:00 AM,4/11/14 11:30,0.01,-0.006933333,-0.016933333,-169.3333333
11/4/14,11:45:00 AM,4/11/14 11:45,0.0075,-0.006566667,-0.014066667,-187.5555556
11/4/14,12:00:00 PM,4/11/14 12:00,0.0275,-0.006641667,-0.034141667,-124.1515152
11/4/14,12:15:00 PM,4/11/14 12:15,0.0525,-0.005908333,-0.058408333,-111.2539683
11/4/14,12:30:00 PM,4/11/14 12:30,0.0825,-0.005583333,-0.088083333,-106.7676768
11/4/14,12:45:00 PM,4/11/14 12:45,0.0925,-0.004933333,-0.097433333,-105.3333333
11/4/14,1:00:00 PM,4/11/14 13:00,0.0975,-0.004058333,-0.101558333,-104.1623932
11/4/14,1:15:00 PM,4/11/14 13:15,0.105,-0.004658333,-0.109658333,-104.4365079
11/4/14,1:30:00 PM,4/11/14 13:30,0.1125,-0.004625,-0.117125,-104.1111111
11/4/14,1:45:00 PM,4/11/14 13:45,0.1225,-0.005025,-0.127525,-104.1020408
11/4/14,2:00:00 PM,4/11/14 14:00,0.1275,-0.006283333,-0.133783333,-104.9281046
11/4/14,2:15:00 PM,4/11/14 14:15,0.1325,-0.007483333,-0.139983333,-105.6477987
11/4/14,2:30:00 PM,4/11/14 14:30,0.1425,-0.008791667,-0.151291667,-106.1695906
11/4/14,2:45:00 PM,4/11/14 14:45,0.1575,-0.008225,-0.165725,-105.2222222
11/4/14,3:00:00 PM,4/11/14 15:00,0.0975,-0.00625,-0.10375,-106.4102564
11/4/14,3:15:00 PM,4/11/14 15:15,0.0525,-0.0066,-0.0591,-112.5714286
11/4/14,3:30:00 PM,4/11/14 15:30,0.0275,-0.006658333,-0.034158333,-124.2121212
11/4/14,3:45:00 PM,4/11/14 15:45,0.0125,-0.006375,-0.018875,-151
11/4/14,4:00:00 PM,4/11/14 16:00,0.0025,-0.007458333,-0.009958333,-398.3333333
11/4/14,4:15:00 PM,4/11/14 16:15,0,-0.009675,-0.009675,#DIV/0!
11/4/14,4:30:00 PM,4/11/14 16:30,0,-0.01005,-0.01005,#DIV/0!
11/4/14,4:45:00 PM,4/11/14 16:45,0,-0.009766667,-0.009766667,#DIV/0!
11/4/14,5:00:00 PM,4/11/14 17:00,0,-0.010416667,-0.010416667,#DIV/0!
11/4/14,5:15:00 PM,4/11/14 17:15,0,-0.010616667,-0.010616667,#DIV/0!
11/4/14,5:30:00 PM,4/11/14 17:30,0,0.127616667,0.127616667,#DIV/0!
11/4/14,5:45:00 PM,4/11/14 17:45,0,0.206966667,0.206966667,#DIV/0!
11/4/14,6:00:00 PM,4/11/14 18:00,0,0.215358333,0.215358333,#DIV/0!
11/4/14,6:15:00 PM,4/11/14 18:15,0,0.260391667,0.260391667,#DIV/0!
11/4/14,6:30:00 PM,4/11/14 18:30,0,0.439008333,0.439008333,#DIV/0!
11/4/14,6:45:00 PM,4/11/14 18:45,0.0075,0.402708333,0.395208333,5269.444444
11/4/14,7:00:00 PM,4/11/14 19:00,0.0125,0.805383333,0.792883333,6343.066667
11/4/14,7:15:00 PM,4/11/14 19:15,0.0175,1.258283333,1.240783333,7090.190476
11/4/14,7:30:00 PM,4/11/14 19:30,0.03,1.28075,1.25075,4169.166667
11/4/14,7:45:00 PM,4/11/14 19:45,0.0425,1.2217,1.1792,2774.588235
11/4/14,8:00:00 PM,4/11/14 20:00,0.0725,1.642866667,1.570366667,2166.022989
11/4/14,8:15:00 PM,4/11/14 20:15,0.1225,1.777933333,1.655433333,1351.37415
11/4/14,8:30:00 PM,4/11/14 20:30,0.1775,1.600891667,1.423391667,801.9107981
11/4/14,8:45:00 PM,4/11/14 20:45,0.445,1.537691667,1.092691667,245.5486891
11/4/14,9:00:00 PM,4/11/14 21:00,0.18,1.464691667,1.284691667,713.7175926
11/4/14,9:15:00 PM,4/11/14 21:15,0.2975,1.293408333,0.995908333,334.7591036
11/4/14,9:30:00 PM,4/11/14 21:30,0.49,1.364208333,0.874208333,178.4098639
11/4/14,9:45:00 PM,4/11/14 21:45,0.59,1.258125,0.668125,113.2415254
11/4/14,10:00:00 PM,4/11/14 22:00,0.67,1.147275,0.477275,71.23507463
11/4/14,10:15:00 PM,4/11/14 22:15,0.81,1.096525,0.286525,35.37345679
11/4/14,10:30:00 PM,4/11/14 22:30,0.845,1.047458333,0.202458333,23.95956607
11/4/14,10:45:00 PM,4/11/14 22:45,0.8175,1.208391667,0.390891667,47.81549439
11/4/14,11:00:00 PM,4/11/14 23:00,0.785,1.2404,0.4554,58.01273885
11/4/14,11:15:00 PM,4/11/14 23:15,0.7525,1.19785,0.44535,59.18272425
11/4/14,11:30:00 PM,4/11/14 23:30,0.75,1.052191667,0.302191667,40.29222222
11/4/14,11:45:00 PM,4/11/14 23:45,0.7725,0.982958333,0.210458333,27.2437972
11/5/14,12:00:00 AM,5/11/14 0:00,0.7925,0.924133333,0.131633333,16.60988433
11/5/14,12:15:00 AM,5/11/14 0:15,0.82,0.934133333,0.114133333,13.91869919
11/5/14,12:30:00 AM,5/11/14 0:30,0.855,0.857625,0.002625,0.307017544
11/5/14,12:45:00 AM,5/11/14 0:45,0.8975,0.820308333,-0.077191667,-8.600742804
11/5/14,1:00:00 AM,5/11/14 1:00,0.9475,0.898841667,-0.048658333,-5.135444151
11/5/14,1:15:00 AM,5/11/14 1:15,0.995,0.903458333,-0.091541667,-9.200167504
11/5/14,1:30:00 AM,5/11/14 1:30,1.025,0.923941667,-0.101058333,-9.859349593
11/5/14,1:45:00 AM,5/11/14 1:45,1.0325,0.991308333,-0.041191667,-3.989507667
11/5/14,2:00:00 AM,5/11/14 2:00,1.035,1.01645,-0.01855,-1.792270531
11/5/14,2:15:00 AM,5/11/14 2:15,1.045,1.0512,0.0062,0.593301435
11/5/14,2:30:00 AM,5/11/14 2:30,1.065,1.325858333,0.260858333,24.49374022
11/5/14,2:45:00 AM,5/11/14 2:45,1.1025,1.629108333,0.526608333,47.76492819
11/5/14,3:00:00 AM,5/11/14 3:00,1.085,1.642525,0.557525,51.38479263
11/5/14,3:15:00 AM,5/11/14 3:15,1.125,1.544908333,0.419908333,37.32518519
11/5/14,3:30:00 AM,5/11/14 3:30,1.12,1.34885,0.22885,20.43303571
11/5/14,3:45:00 AM,5/11/14 3:45,1.0725,1.40045,0.32795,30.57808858
11/5/14,4:00:00 AM,5/11/14 4:00,1.0225,1.247983333,0.225483333,22.05215974
11/5/14,4:15:00 AM,5/11/14 4:15,0.97,1.277616667,0.307616667,31.71305842
11/5/14,4:30:00 AM,5/11/14 4:30,0.96,1.252766667,0.292766667,30.49652778
11/5/14,4:45:00 AM,5/11/14 4:45,0.9925,1.013066667,0.020566667,2.072208228
11/5/14,5:00:00 AM,5/11/14 5:00,1.0275,0.862041667,-0.165458333,-16.10300081
11/5/14,5:15:00 AM,5/11/14 5:15,1.0625,0.779375,-0.283125,-26.64705882
11/5/14,5:30:00 AM,5/11/14 5:30,1.0725,0.712783333,-0.359716667,-33.54001554
11/5/14,5:45:00 AM,5/11/14 5:45,1.0575,0.65085,-0.40665,-38.45390071
11/5/14,6:00:00 AM,5/11/14 6:00,0.785,0.502466667,-0.282533333,-35.99150743
11/5/14,6:15:00 AM,5/11/14 6:15,0.7975,0.377766667,-0.419733333,-52.63113898
11/5/14,6:30:00 AM,5/11/14 6:30,0.775,0.353116667,-0.421883333,-54.43655914
11/5/14,6:45:00 AM,5/11/14 6:45,0.715,0.5146,-0.2004,-28.02797203
11/5/14,7:00:00 AM,5/11/14 7:00,0.6475,0.870625,0.223125,34.45945946
11/5/14,7:15:00 AM,5/11/14 7:15,0.575,0.855791667,0.280791667,48.83333333
11/5/14,7:30:00 AM,5/11/14 7:30,0.49,0.5641,0.0741,15.12244898
11/5/14,7:45:00 AM,5/11/14 7:45,0.405,0.437566667,0.032566667,8.041152263
11/5/14,8:00:00 AM,5/11/14 8:00,0.3175,0.381,0.0635,20
11/5/14,8:15:00 AM,5/11/14 8:15,0.2275,0.3663,0.1388,61.01098901
11/5/14,8:30:00 AM,5/11/14 8:30,0.1625,0.283375,0.120875,74.38461538
11/5/14,8:45:00 AM,5/11/14 8:45,0.0925,0.044841667,-0.047658333,-51.52252252
11/5/14,9:00:00 AM,5/11/14 9:00,0.03,0,-0.03,-100
11/5/14,9:15:00 AM,5/11/14 9:15,0.0125,0,-0.0125,-100
11/5/14,9:30:00 AM,5/11/14 9:30,0.0075,0,-0.0075,-100
11/5/14,9:45:00 AM,5/11/14 9:45,0.0025,0,-0.0025,-100
11/5/14,10:00:00 AM,5/11/14 10:00,0,0,0,#DIV/0!
11/5/14,10:15:00 AM,5/11/14 10:15,0,0,0,#DIV/0!
11/5/14,10:30:00 AM,5/11/14 10:30,0,0,0,#DIV/0!
11/5/14,10:45:00 AM,5/11/14 10:45,0,0,0,#DIV/0!
11/5/14,11:00:00 AM,5/11/14 11:00,0,0,0,#DIV/0!
11/5/14,11:15:00 AM,5/11/14 11:15,0,0,0,#DIV/0!
11/5/14,11:30:00 AM,5/11/14 11:30,0,0,0,#DIV/0!
11/5/14,11:45:00 AM,5/11/14 11:45,0,0,0,#DIV/0!
11/5/14,12:00:00 PM,5/11/14 12:00,0.0325,0,-0.0325,-100
11/5/14,12:15:00 PM,5/11/14 12:15,0.0275,0,-0.0275,-100
11/5/14,12:30:00 PM,5/11/14 12:30,0.0275,0,-0.0275,-100
11/5/14,12:45:00 PM,5/11/14 12:45,0.015,0,-0.015,-100
11/5/14,1:00:00 PM,5/11/14 13:00,0.0525,0,-0.0525,-100
11/5/14,1:15:00 PM,5/11/14 13:15,0.0525,0,-0.0525,-100
11/5/14,1:30:00 PM,5/11/14 13:30,0.0525,0,-0.0525,-100
11/5/14,1:45:00 PM,5/11/14 13:45,0.045,0,-0.045,-100
11/5/14,2:00:00 PM,5/11/14 14:00,0.075,0,-0.075,-100
11/5/14,2:15:00 PM,5/11/14 14:15,0.075,0,-0.075,-100
11/5/14,2:30:00 PM,5/11/14 14:30,0.085,0,-0.085,-100
11/5/14,2:45:00 PM,5/11/14 14:45,0.125,0,-0.125,-100
11/5/14,3:00:00 PM,5/11/14 15:00,0.085,0,-0.085,-100
11/5/14,3:15:00 PM,5/11/14 15:15,0.1125,0,-0.1125,-100
11/5/14,3:30:00 PM,5/11/14 15:30,0.1125,0,-0.1125,-100
11/5/14,3:45:00 PM,5/11/14 15:45,0.1575,0,-0.1575,-100
11/5/14,4:00:00 PM,5/11/14 16:00,0.1775,-0.0066,-0.1841,-103.7183099
11/5/14,4:15:00 PM,5/11/14 16:15,0.1975,-0.00545,-0.20295,-102.7594937
11/5/14,4:30:00 PM,5/11/14 16:30,0.1375,-0.008191667,-0.145691667,-105.9575758
11/5/14,4:45:00 PM,5/11/14 16:45,0.1775,-0.008525,-0.186025,-104.8028169
11/5/14,5:00:00 PM,5/11/14 17:00,0.2175,-0.008375,-0.225875,-103.8505747
11/5/14,5:15:00 PM,5/11/14 17:15,0.3,-0.009041667,-0.309041667,-103.0138889
11/5/14,5:30:00 PM,5/11/14 17:30,0.33,-0.009783333,-0.339783333,-102.9646465
11/5/14,5:45:00 PM,5/11/14 17:45,0.55,-0.008966667,-0.558966667,-101.630303
11/5/14,6:00:00 PM,5/11/14 18:00,0.325,-0.0089,-0.3339,-102.7384615
11/5/14,6:15:00 PM,5/11/14 18:15,0.205,-0.00885,-0.21385,-104.3170732
11/5/14,6:30:00 PM,5/11/14 18:30,0.1325,-0.009025,-0.141525,-106.8113208
11/5/14,6:45:00 PM,5/11/14 18:45,0.1225,0.007275,-0.115225,-94.06122449
11/5/14,7:00:00 PM,5/11/14 19:00,0.115,0.14445,0.02945,25.60869565
11/5/14,7:15:00 PM,5/11/14 19:15,0.1025,0.57065,0.46815,456.7317073
11/5/14,7:30:00 PM,5/11/14 19:30,0.095,1.3051,1.2101,1273.789474
11/5/14,7:45:00 PM,5/11/14 19:45,0.17,1.5646,1.3946,820.3529412
11/5/14,8:00:00 PM,5/11/14 20:00,0.4025,1.700741667,1.298241667,322.5445135
11/5/14,8:15:00 PM,5/11/14 20:15,0.575,1.567258333,0.992258333,172.5666667
11/5/14,8:30:00 PM,5/11/14 20:30,0.6975,1.522458333,0.824958333,118.2735962
11/5/14,8:45:00 PM,5/11/14 20:45,0.7375,1.420341667,0.682841667,92.58870056
11/5/14,9:00:00 PM,5/11/14 21:00,0.7575,1.124175,0.366675,48.40594059
11/5/14,9:15:00 PM,5/11/14 21:15,0.79,0.831375,0.041375,5.237341772
11/5/14,9:30:00 PM,5/11/14 21:30,0.825,0.799441667,-0.025558333,-3.097979798
11/5/14,9:45:00 PM,5/11/14 21:45,0.8625,0.788991667,-0.073508333,-8.522705314
11/5/14,10:00:00 PM,5/11/14 22:00,0.9,0.703,-0.197,-21.88888889
11/5/14,10:15:00 PM,5/11/14 22:15,0.94,0.7056,-0.2344,-24.93617021
11/5/14,10:30:00 PM,5/11/14 22:30,0.94,0.921358333,-0.018641667,-1.983156028
11/5/14,10:45:00 PM,5/11/14 22:45,0.9,1.182208333,0.282208333,31.35648148
11/5/14,11:00:00 PM,5/11/14 23:00,0.8625,1.253766667,0.391266667,45.36425121
11/5/14,11:15:00 PM,5/11/14 23:15,0.8175,1.21615,0.39865,48.76452599
11/5/14,11:30:00 PM,5/11/14 23:30,0.795,1.229375,0.434375,54.63836478
11/5/14,11:45:00 PM,5/11/14 23:45,0.79,1.856191667,1.066191667,134.9609705
11/6/14,12:00:00 AM,6/11/14 0:00,0.77,2.08845,1.31845,171.2272727
11/6/14,12:15:00 AM,6/11/14 0:15,0.775,2.612233333,1.837233333,237.0623656
11/6/14,12:30:00 AM,6/11/14 0:30,0.7875,2.93215,2.14465,272.3365079
11/6/14,12:45:00 AM,6/11/14 0:45,0.8,2.953366667,2.153366667,269.1708333
11/6/14,1:00:00 AM,6/11/14 1:00,0.815,3.138725,2.323725,285.1196319
11/6/14,1:15:00 AM,6/11/14 1:15,0.825,2.763691667,1.938691667,234.9929293
11/6/14,1:30:00 AM,6/11/14 1:30,0.8275,2.595425,1.767925,213.6465257
11/6/14,1:45:00 AM,6/11/14 1:45,0.8225,2.575008333,1.752508333,213.070922
11/6/14,2:00:00 AM,6/11/14 2:00,0.82,2.473641667,1.653641667,201.6636179
11/6/14,2:15:00 AM,6/11/14 2:15,0.8225,2.521508333,1.699008333,206.5663627
11/6/14,2:30:00 AM,6/11/14 2:30,0.845,2.740033333,1.895033333,224.2642998
11/6/14,2:45:00 AM,6/11/14 2:45,0.91,2.852033333,1.942033333,213.4102564
11/6/14,3:00:00 AM,6/11/14 3:00,1.09,2.682308333,1.592308333,146.0833333
11/6/14,3:15:00 AM,6/11/14 3:15,1.1675,2.662625,1.495125,128.0620985
11/6/14,3:30:00 AM,6/11/14 3:30,1.205,2.804066667,1.599066667,132.7026279
11/6/14,3:45:00 AM,6/11/14 3:45,1.2,2.786883333,1.586883333,132.2402778
11/6/14,4:00:00 AM,6/11/14 4:00,1.195,2.785133333,1.590133333,133.0655509
11/6/14,4:15:00 AM,6/11/14 4:15,1.185,2.5154,1.3304,112.2700422
11/6/14,4:30:00 AM,6/11/14 4:30,1.2225,2.151858333,0.929358333,76.02113156
11/6/14,4:45:00 AM,6/11/14 4:45,1.31,2.084141667,0.774141667,59.09478372
11/6/14,5:00:00 AM,6/11/14 5:00,1.395,2.2426,0.8476,60.75985663
11/6/14,5:15:00 AM,6/11/14 5:15,1.4825,2.27125,0.78875,53.20404722
11/6/14,5:30:00 AM,6/11/14 5:30,1.525,2.403983333,0.878983333,57.63825137
11/6/14,5:45:00 AM,6/11/14 5:45,1.515,2.357233333,0.842233333,55.5929593
11/6/14,6:00:00 AM,6/11/14 6:00,1.34,2.461041667,1.121041667,83.65982587
11/6/14,6:15:00 AM,6/11/14 6:15,1.3275,2.653608333,1.326108333,99.89516635
11/6/14,6:30:00 AM,6/11/14 6:30,1.28,2.717816667,1.437816667,112.3294271
11/6/14,6:45:00 AM,6/11/14 6:45,1.1925,2.77985,1.58735,133.1111111
11/6/14,7:00:00 AM,6/11/14 7:00,1.105,2.961441667,1.856441667,168.0037707
11/6/14,7:15:00 AM,6/11/14 7:15,1.02,2.843858333,1.823858333,178.8096405
11/6/14,7:30:00 AM,6/11/14 7:30,0.92,2.348033333,1.428033333,155.2210145
11/6/14,7:45:00 AM,6/11/14 7:45,0.8125,2.178683333,1.366183333,168.145641
11/6/14,8:00:00 AM,6/11/14 8:00,0.715,1.723266667,1.008266667,141.016317
11/6/14,8:15:00 AM,6/11/14 8:15,0.61,1.488333333,0.878333333,143.989071
11/6/14,8:30:00 AM,6/11/14 8:30,0.5275,0.98865,0.46115,87.42180095
11/6/14,8:45:00 AM,6/11/14 8:45,0.465,0.8908,0.4258,91.56989247
11/6/14,9:00:00 AM,6/11/14 9:00,0.5125,0.87105,0.35855,69.96097561
11/6/14,9:15:00 AM,6/11/14 9:15,0.3975,0.583016667,0.185516667,46.67085954
11/6/14,9:30:00 AM,6/11/14 9:30,0.3975,0.370558333,-0.026941667,-6.777777778
11/6/14,9:45:00 AM,6/11/14 9:45,0.2175,0.150108333,-0.067391667,-30.98467433
11/6/14,10:00:00 AM,6/11/14 10:00,0.1775,0.034016667,-0.143483333,-80.83568075
11/6/14,10:15:00 AM,6/11/14 10:15,0.1,0.004666667,-0.095333333,-95.33333333
11/6/14,10:30:00 AM,6/11/14 10:30,0.075,-0.008625,-0.083625,-111.5
11/6/14,10:45:00 AM,6/11/14 10:45,0.0525,-0.007941667,-0.060441667,-115.1269841
11/6/14,11:00:00 AM,6/11/14 11:00,0.0325,-0.005583333,-0.038083333,-117.1794872
11/6/14,11:15:00 AM,6/11/14 11:15,0.03,-0.004233333,-0.034233333,-114.1111111
11/6/14,11:30:00 AM,6/11/14 11:30,0.0275,-0.003366667,-0.030866667,-112.2424242
11/6/14,11:45:00 AM,6/11/14 11:45,0.0275,-0.0021,-0.0296,-107.6363636
11/6/14,12:00:00 PM,6/11/14 12:00,0.02,-0.001733333,-0.021733333,-108.6666667
11/6/14,12:15:00 PM,6/11/14 12:15,0.0125,-0.00135,-0.01385,-110.8
11/6/14,12:30:00 PM,6/11/14 12:30,0.0075,-0.001466667,-0.008966667,-119.5555556
11/6/14,12:45:00 PM,6/11/14 12:45,0,-0.000566667,-0.000566667,#DIV/0!
11/6/14,1:00:00 PM,6/11/14 13:00,0,-0.001308333,-0.001308333,#DIV/0!
11/6/14,1:15:00 PM,6/11/14 13:15,0,-0.002475,-0.002475,#DIV/0!
11/6/14,1:30:00 PM,6/11/14 13:30,0,-0.003283333,-0.003283333,#DIV/0!
11/6/14,1:45:00 PM,6/11/14 13:45,0,-0.003366667,-0.003366667,#DIV/0!
11/6/14,2:00:00 PM,6/11/14 14:00,0,-0.004325,-0.004325,#DIV/0!
11/6/14,2:15:00 PM,6/11/14 14:15,0,-0.002241667,-0.002241667,#DIV/0!
11/6/14,2:30:00 PM,6/11/14 14:30,0,-0.001725,-0.001725,#DIV/0!
11/6/14,2:45:00 PM,6/11/14 14:45,0,-0.002125,-0.002125,#DIV/0!
11/6/14,3:00:00 PM,6/11/14 15:00,0.0025,-0.004266667,-0.006766667,-270.6666667
11/6/14,3:15:00 PM,6/11/14 15:15,0.0075,-0.0021,-0.0096,-128
11/6/14,3:30:00 PM,6/11/14 15:30,0.0075,-0.002225,-0.009725,-129.6666667
11/6/14,3:45:00 PM,6/11/14 15:45,0.005,-0.002191667,-0.007191667,-143.8333333
11/6/14,4:00:00 PM,6/11/14 16:00,0.0075,-0.002041667,-0.009541667,-127.2222222
11/6/14,4:15:00 PM,6/11/14 16:15,0.005,-0.002175,-0.007175,-143.5
11/6/14,4:30:00 PM,6/11/14 16:30,0.005,-0.002825,-0.007825,-156.5
11/6/14,4:45:00 PM,6/11/14 16:45,0.005,-0.003475,-0.008475,-169.5
11/6/14,5:00:00 PM,6/11/14 17:00,0.01,-0.002466667,-0.012466667,-124.6666667
11/6/14,5:15:00 PM,6/11/14 17:15,0.0125,-0.002266667,-0.014766667,-118.1333333
11/6/14,5:30:00 PM,6/11/14 17:30,0.02,-0.001966667,-0.021966667,-109.8333333
11/6/14,5:45:00 PM,6/11/14 17:45,0.0325,-0.002,-0.0345,-106.1538462
11/6/14,6:00:00 PM,6/11/14 18:00,0.0275,-0.0033,-0.0308,-112
11/6/14,6:15:00 PM,6/11/14 18:15,0.045,-0.00445,-0.04945,-109.8888889
11/6/14,6:30:00 PM,6/11/14 18:30,0.0625,-0.007391667,-0.069891667,-111.8266667
11/6/14,6:45:00 PM,6/11/14 18:45,0.1125,-0.008258333,-0.120758333,-107.3407407
11/6/14,7:00:00 PM,6/11/14 19:00,0.125,0.0113,-0.1137,-90.96
11/6/14,7:15:00 PM,6/11/14 19:15,0.2175,0.08515,-0.13235,-60.85057471
11/6/14,7:30:00 PM,6/11/14 19:30,0.3975,0.359325,-0.038175,-9.603773585
11/6/14,7:45:00 PM,6/11/14 19:45,0.475,0.628258333,0.153258333,32.26491228
11/6/14,8:00:00 PM,6/11/14 20:00,0.55,0.577966667,0.027966667,5.084848485
11/6/14,8:15:00 PM,6/11/14 20:15,0.55,0.530233333,-0.019766667,-3.593939394
11/6/14,8:30:00 PM,6/11/14 20:30,0.55,0.624616667,0.074616667,13.56666667
11/6/14,8:45:00 PM,6/11/14 20:45,0.5125,0.825516667,0.313016667,61.07642276
11/6/14,9:00:00 PM,6/11/14 21:00,0.4625,0.7711,0.3086,66.72432432
11/6/14,9:15:00 PM,6/11/14 21:15,0.27,0.5245,0.2545,94.25925926
11/6/14,9:30:00 PM,6/11/14 21:30,0.3,0.370716667,0.070716667,23.57222222
11/6/14,9:45:00 PM,6/11/14 21:45,0.325,0.161133333,-0.163866667,-50.42051282
11/6/14,10:00:00 PM,6/11/14 22:00,0.33,0.009908333,-0.320091667,-96.99747475
11/6/14,10:15:00 PM,6/11/14 22:15,0.3625,-0.008308333,-0.370808333,-102.291954
11/6/14,10:30:00 PM,6/11/14 22:30,0.3625,-0.008166667,-0.370666667,-102.2528736
11/6/14,10:45:00 PM,6/11/14 22:45,0.33,-0.00695,-0.33695,-102.1060606
11/6/14,11:00:00 PM,6/11/14 23:00,0.33,-0.00595,-0.33595,-101.8030303
11/6/14,11:15:00 PM,6/11/14 23:15,0.67,-0.005616667,-0.675616667,-100.8383085
11/6/14,11:30:00 PM,6/11/14 23:30,0.67,-0.004941667,-0.674941667,-100.7375622
11/6/14,11:45:00 PM,6/11/14 23:45,0.785,-0.004458333,-0.789458333,-100.5679406
11/7/14,12:00:00 AM,7/11/14 0:00,0.5775,0.039925,-0.537575,-93.08658009
11/7/14,12:15:00 AM,7/11/14 0:15,0.56,0.235658333,-0.324341667,-57.91815476
11/7/14,12:30:00 AM,7/11/14 0:30,0.395,0.530008333,0.135008333,34.17932489
11/7/14,12:45:00 AM,7/11/14 0:45,0.5125,0.755558333,0.243058333,47.42601626
11/7/14,1:00:00 AM,7/11/14 1:00,0.6175,0.655616667,0.038116667,6.172739541
11/7/14,1:15:00 AM,7/11/14 1:15,0.6925,0.567766667,-0.124733333,-18.01203369
11/7/14,1:30:00 AM,7/11/14 1:30,0.7475,0.456983333,-0.290516667,-38.86510591
11/7/14,1:45:00 AM,7/11/14 1:45,0.7725,0.581733333,-0.190766667,-24.69471413
11/7/14,2:00:00 AM,7/11/14 2:00,0.8,0.865575,0.065575,8.196875
11/7/14,2:15:00 AM,7/11/14 2:15,0.8275,1.061558333,0.234058333,28.28499496
11/7/14,2:30:00 AM,7/11/14 2:30,0.8575,1.104358333,0.246858333,28.78814383
11/7/14,2:45:00 AM,7/11/14 2:45,0.8875,0.954241667,0.066741667,7.520187793
11/7/14,3:00:00 AM,7/11/14 3:00,1.0625,0.909241667,-0.153258333,-14.42431373
11/7/14,3:15:00 AM,7/11/14 3:15,1.0975,0.898941667,-0.198558333,-18.09187547
11/7/14,3:30:00 AM,7/11/14 3:30,1.0925,0.728083333,-0.364416667,-33.35621663
11/7/14,3:45:00 AM,7/11/14 3:45,1.05,0.605516667,-0.444483333,-42.33174603
11/7/14,4:00:00 AM,7/11/14 4:00,1.015,0.808491667,-0.206508333,-20.3456486
11/7/14,4:15:00 AM,7/11/14 4:15,0.975,0.875641667,-0.099358333,-10.19059829
11/7/14,4:30:00 AM,7/11/14 4:30,0.95,0.8532,-0.0968,-10.18947368
11/7/14,4:45:00 AM,7/11/14 4:45,0.9325,0.917116667,-0.015383333,-1.649687221
11/7/14,5:00:00 AM,7/11/14 5:00,0.9225,0.7711,-0.1514,-16.41192412
11/7/14,5:15:00 AM,7/11/14 5:15,0.9125,0.720683333,-0.191816667,-21.02100457
11/7/14,5:30:00 AM,7/11/14 5:30,0.88,0.609575,-0.270425,-30.73011364
11/7/14,5:45:00 AM,7/11/14 5:45,0.8275,0.482925,-0.344575,-41.64048338
11/7/14,6:00:00 AM,7/11/14 6:00,0.78,0.292525,-0.487475,-62.49679487
11/7/14,6:15:00 AM,7/11/14 6:15,0.7475,0.154025,-0.593475,-79.39464883
11/7/14,6:30:00 AM,7/11/14 6:30,0.6775,0.0318,-0.6457,-95.30627306
11/7/14,6:45:00 AM,7/11/14 6:45,0.5675,0.006066667,-0.561433333,-98.93098385
11/7/14,7:00:00 AM,7/11/14 7:00,0.4575,-0.005875,-0.463375,-101.284153
11/7/14,7:15:00 AM,7/11/14 7:15,0.3525,-0.004425,-0.356925,-101.2553191
11/7/14,7:30:00 AM,7/11/14 7:30,0.25,-0.003491667,-0.253491667,-101.3966667
11/7/14,7:45:00 AM,7/11/14 7:45,0.15,-0.003341667,-0.153341667,-102.2277778
11/7/14,8:00:00 AM,7/11/14 8:00,0.075,-0.003516667,-0.078516667,-104.6888889
11/7/14,8:15:00 AM,7/11/14 8:15,0.025,-0.003233333,-0.028233333,-112.9333333
11/7/14,8:30:00 AM,7/11/14 8:30,0.0075,-0.004433333,-0.011933333,-159.1111111
11/7/14,8:45:00 AM,7/11/14 8:45,0,-0.007233333,-0.007233333,#DIV/0!
11/7/14,9:00:00 AM,7/11/14 9:00,0.0025,-0.008166667,-0.010666667,-426.6666667
11/7/14,9:15:00 AM,7/11/14 9:15,0.005,-0.0073,-0.0123,-246
11/7/14,9:30:00 AM,7/11/14 9:30,0.005,-0.005083333,-0.010083333,-201.6666667
11/7/14,9:45:00 AM,7/11/14 9:45,0.0025,-0.003883333,-0.006383333,-255.3333333
11/7/14,10:00:00 AM,7/11/14 10:00,0.0075,-0.002191667,-0.009691667,-129.2222222
11/7/14,10:15:00 AM,7/11/14 10:15,0.005,-0.001658333,-0.006658333,-133.1666667
11/7/14,10:30:00 AM,7/11/14 10:30,0.0075,-0.001366667,-0.008866667,-118.2222222
11/7/14,10:45:00 AM,7/11/14 10:45,0.005,-0.000683333,-0.005683333,-113.6666667
11/7/14,11:00:00 AM,7/11/14 11:00,0.0075,-0.00015,-0.00765,-102
11/7/14,11:15:00 AM,7/11/14 11:15,0.005,-0.000283333,-0.005283333,-105.6666667
11/7/14,11:30:00 AM,7/11/14 11:30,0.0075,-0.0008,-0.0083,-110.6666667
11/7/14,11:45:00 AM,7/11/14 11:45,0.005,-0.000916667,-0.005916667,-118.3333333
