date,time,dt,forecast,actual,delta,deviation
8/1/14,12:00:00 AM,1/8/14 0:00,1.3325,-0.005016667,-1.337516667,-100.3764853
8/1/14,12:15:00 AM,1/8/14 0:15,1.395,-0.0063,-1.4013,-100.4516129
8/1/14,12:30:00 AM,1/8/14 0:30,1.4225,-0.008641667,-1.431141667,-100.6074985
8/1/14,12:45:00 AM,1/8/14 0:45,1.415,-0.007791667,-1.422791667,-100.5506478
8/1/14,1:00:00 AM,1/8/14 1:00,1.41,-0.008991667,-1.418991667,-100.6377069
8/1/14,1:15:00 AM,1/8/14 1:15,1.405,-0.008175,-1.413175,-100.5818505
8/1/14,1:30:00 AM,1/8/14 1:30,1.3725,-0.008466667,-1.380966667,-100.6168792
8/1/14,1:45:00 AM,1/8/14 1:45,1.3125,-0.0077,-1.3202,-100.5866667
8/1/14,2:00:00 AM,1/8/14 2:00,1.2475,-0.0078,-1.2553,-100.6252505
8/1/14,2:15:00 AM,1/8/14 2:15,1.185,-0.008416667,-1.193416667,-100.7102672
8/1/14,2:30:00 AM,1/8/14 2:30,1.115,-0.008925,-1.123925,-100.8004484
8/1/14,2:45:00 AM,1/8/14 2:45,1.0425,-0.008841667,-1.051341667,-100.8481215
8/1/14,3:00:00 AM,1/8/14 3:00,0.845,-0.008958333,-0.853958333,-101.0601578
8/1/14,3:15:00 AM,1/8/14 3:15,0.78,-0.008008333,-0.788008333,-101.0267094
8/1/14,3:30:00 AM,1/8/14 3:30,0.7525,-0.006566667,-0.759066667,-100.8726467
8/1/14,3:45:00 AM,1/8/14 3:45,0.77,-0.005783333,-0.775783333,-100.7510823
8/1/14,4:00:00 AM,1/8/14 4:00,0.79,-0.005941667,-0.795941667,-100.7521097
8/1/14,4:15:00 AM,1/8/14 4:15,0.81,-0.007375,-0.817375,-100.9104938
8/1/14,4:30:00 AM,1/8/14 4:30,0.7775,-0.008808333,-0.786308333,-101.1329046
8/1/14,4:45:00 AM,1/8/14 4:45,0.6775,-0.007541667,-0.685041667,-101.1131611
8/1/14,5:00:00 AM,1/8/14 5:00,0.575,-0.006216667,-0.581216667,-101.0811594
8/1/14,5:15:00 AM,1/8/14 5:15,0.48,-0.004016667,-0.484016667,-100.8368056
8/1/14,5:30:00 AM,1/8/14 5:30,0.4,-0.002541667,-0.402541667,-100.6354167
8/1/14,5:45:00 AM,1/8/14 5:45,0.3425,-0.002141667,-0.344641667,-100.6253041
8/1/14,6:00:00 AM,1/8/14 6:00,0.465,-0.002375,-0.467375,-100.5107527
8/1/14,6:15:00 AM,1/8/14 6:15,0.385,-0.002358333,-0.387358333,-100.6125541
8/1/14,6:30:00 AM,1/8/14 6:30,0.34,-0.001891667,-0.341891667,-100.5563725
8/1/14,6:45:00 AM,1/8/14 6:45,0.3225,-0.005775,-0.328275,-101.7906977
8/1/14,7:00:00 AM,1/8/14 7:00,0.3025,-0.006025,-0.308525,-101.9917355
8/1/14,7:15:00 AM,1/8/14 7:15,0.2775,-0.007925,-0.285425,-102.8558559
8/1/14,7:30:00 AM,1/8/14 7:30,0.265,0.021583333,-0.243416667,-91.85534591
8/1/14,7:45:00 AM,1/8/14 7:45,0.2675,0.295966667,0.028466667,10.64174455
8/1/14,8:00:00 AM,1/8/14 8:00,0.2725,0.5322,0.2597,95.30275229
8/1/14,8:15:00 AM,1/8/14 8:15,0.28,0.2476,-0.0324,-11.57142857
8/1/14,8:30:00 AM,1/8/14 8:30,0.245,0.002675,-0.242325,-98.90816327
8/1/14,8:45:00 AM,1/8/14 8:45,0.175,-0.003291667,-0.178291667,-101.8809524
8/1/14,9:00:00 AM,1/8/14 9:00,0.125,-0.001566667,-0.126566667,-101.2533333
8/1/14,9:15:00 AM,1/8/14 9:15,0.1,-0.00075,-0.10075,-100.75
8/1/14,9:30:00 AM,1/8/14 9:30,0.025,-0.006941667,-0.031941667,-127.7666667
8/1/14,9:45:00 AM,1/8/14 9:45,0.0225,0.036941667,0.014441667,64.18518519
8/1/14,10:00:00 AM,1/8/14 10:00,0.0125,0.193358333,0.180858333,1446.866667
8/1/14,10:15:00 AM,1/8/14 10:15,0.015,0.555225,0.540225,3601.5
8/1/14,10:30:00 AM,1/8/14 10:30,0.0125,0.63245,0.61995,4959.6
8/1/14,10:45:00 AM,1/8/14 10:45,0.005,0.619266667,0.614266667,12285.33333
8/1/14,11:00:00 AM,1/8/14 11:00,0.0075,0.3475,0.34,4533.333333
8/1/14,11:15:00 AM,1/8/14 11:15,0.0175,0.407816667,0.390316667,2230.380952
8/1/14,11:30:00 AM,1/8/14 11:30,0.0225,0.74115,0.71865,3194
8/1/14,11:45:00 AM,1/8/14 11:45,0.025,0.5826,0.5576,2230.4
8/1/14,12:00:00 PM,1/8/14 12:00,0.125,0.284808333,0.159808333,127.8466667
8/1/14,12:15:00 PM,1/8/14 12:15,0.1,0.244841667,0.144841667,144.8416667
8/1/14,12:30:00 PM,1/8/14 12:30,0.025,0.070666667,0.045666667,182.6666667
8/1/14,12:45:00 PM,1/8/14 12:45,0.0225,0.663833333,0.641333333,2850.37037
8/1/14,1:00:00 PM,1/8/14 13:00,0.0125,1.235141667,1.222641667,9781.133333
8/1/14,1:15:00 PM,1/8/14 13:15,0.0225,1.048058333,1.025558333,4558.037037
8/1/14,1:30:00 PM,1/8/14 13:30,0.025,0.663416667,0.638416667,2553.666667
8/1/14,1:45:00 PM,1/8/14 13:45,0.125,0.376566667,0.251566667,201.2533333
8/1/14,2:00:00 PM,1/8/14 14:00,0.1,0.718416667,0.618416667,618.4166667
8/1/14,2:15:00 PM,1/8/14 14:15,0.025,1.49795,1.47295,5891.8
8/1/14,2:30:00 PM,1/8/14 14:30,0.0275,2.203116667,2.175616667,7911.333333
8/1/14,2:45:00 PM,1/8/14 14:45,0.0325,2.553883333,2.521383333,7758.102564
8/1/14,3:00:00 PM,1/8/14 15:00,0.3075,2.685666667,2.378166667,773.3875339
8/1/14,3:15:00 PM,1/8/14 15:15,0.41,2.712766667,2.302766667,561.6504065
8/1/14,3:30:00 PM,1/8/14 15:30,0.605,2.998125,2.393125,395.5578512
8/1/14,3:45:00 PM,1/8/14 15:45,0.72,3.015408333,2.295408333,318.806713
8/1/14,4:00:00 PM,1/8/14 16:00,0.79,3.068708333,2.278708333,288.4440928
8/1/14,4:15:00 PM,1/8/14 16:15,0.82,2.870375,2.050375,250.0457317
8/1/14,4:30:00 PM,1/8/14 16:30,0.8825,2.28975,1.40725,159.4617564
8/1/14,4:45:00 PM,1/8/14 16:45,0.975,3.80725,2.83225,290.4871795
8/1/14,5:00:00 PM,1/8/14 17:00,1.0775,3.806275,2.728775,253.25058
8/1/14,5:15:00 PM,1/8/14 17:15,1.185,3.236058333,2.051058333,173.0850914
8/1/14,5:30:00 PM,1/8/14 17:30,1.33,3.657066667,2.327066667,174.9674185
8/1/14,5:45:00 PM,1/8/14 17:45,1.5175,2.847933333,1.330433333,87.6727073
8/1/14,6:00:00 PM,1/8/14 18:00,2.025,2.604975,0.579975,28.64074074
8/1/14,6:15:00 PM,1/8/14 18:15,2.19,2.256575,0.066575,3.039954338
8/1/14,6:30:00 PM,1/8/14 18:30,2.2675,1.76435,-0.50315,-22.18963616
8/1/14,6:45:00 PM,1/8/14 18:45,2.2575,1.546783333,-0.710716667,-31.48246585
8/1/14,7:00:00 PM,1/8/14 19:00,2.2475,1.432375,-0.815125,-36.26807564
8/1/14,7:15:00 PM,1/8/14 19:15,2.235,1.119858333,-1.115141667,-49.89448173
8/1/14,7:30:00 PM,1/8/14 19:30,2.3425,1.243733333,-1.098766667,-46.9057275
8/1/14,7:45:00 PM,1/8/14 19:45,2.575,0.992416667,-1.582583333,-61.45954693
8/1/14,8:00:00 PM,1/8/14 20:00,2.81,1.0977,-1.7123,-60.93594306
8/1/14,8:15:00 PM,1/8/14 20:15,3.055,0.890233333,-2.164766667,-70.85979269
8/1/14,8:30:00 PM,1/8/14 20:30,3.18,0.865816667,-2.314183333,-72.7730608
8/1/14,8:45:00 PM,1/8/14 20:45,3.1775,0.728333333,-2.449166667,-77.07841595
8/1/14,9:00:00 PM,1/8/14 21:00,2.4375,0.768516667,-1.668983333,-68.47111111
8/1/14,9:15:00 PM,1/8/14 21:15,2.4075,0.70015,-1.70735,-70.91796469
8/1/14,9:30:00 PM,1/8/14 21:30,2.36,0.289891667,-2.070108333,-87.7164548
8/1/14,9:45:00 PM,1/8/14 21:45,2.2925,0.171508333,-2.120991667,-92.51872047
8/1/14,10:00:00 PM,1/8/14 22:00,2.2225,0.396025,-1.826475,-82.18110236
8/1/14,10:15:00 PM,1/8/14 22:15,2.1525,0.739058333,-1.413441667,-65.66511808
8/1/14,10:30:00 PM,1/8/14 22:30,2.09,0.804658333,-1.285341667,-61.49960128
8/1/14,10:45:00 PM,1/8/14 22:45,2.0425,0.818225,-1.224275,-59.94002448
8/1/14,11:00:00 PM,1/8/14 23:00,1.995,1.1793,-0.8157,-40.88721805
8/1/14,11:15:00 PM,1/8/14 23:15,1.9475,1.351633333,-0.595866667,-30.59649123
8/1/14,11:30:00 PM,1/8/14 23:30,1.9125,0.840883333,-1.071616667,-56.03224401
8/1/14,11:45:00 PM,1/8/14 23:45,1.8925,1.0186,-0.8739,-46.17701453
8/2/14,12:00:00 AM,2/8/14 0:00,1.8375,0.985391667,-0.852108333,-46.37324263
8/2/14,12:15:00 AM,2/8/14 0:15,1.825,1.010575,-0.814425,-44.6260274
8/2/14,12:30:00 AM,2/8/14 0:30,1.81,1.08915,-0.72085,-39.82596685
8/2/14,12:45:00 AM,2/8/14 0:45,1.79,1.220533333,-0.569466667,-31.81378026
8/2/14,1:00:00 AM,2/8/14 1:00,1.775,1.249658333,-0.525341667,-29.59671362
8/2/14,1:15:00 AM,2/8/14 1:15,1.7575,1.247925,-0.509575,-28.9943101
8/2/14,1:30:00 AM,2/8/14 1:30,1.7675,1.297091667,-0.470408333,-26.61433286
8/2/14,1:45:00 AM,2/8/14 1:45,1.81,1.400775,-0.409225,-22.60911602
8/2/14,2:00:00 AM,2/8/14 2:00,1.85,1.490225,-0.359775,-19.4472973
8/2/14,2:15:00 AM,2/8/14 2:15,1.8925,1.502875,-0.389625,-20.58784676
8/2/14,2:30:00 AM,2/8/14 2:30,1.925,1.650125,-0.274875,-14.27922078
8/2/14,2:45:00 AM,2/8/14 2:45,1.945,1.617225,-0.327775,-16.85218509
8/2/14,3:00:00 AM,2/8/14 3:00,1.745,1.593708333,-0.151291667,-8.670009551
8/2/14,3:15:00 AM,2/8/14 3:15,1.7675,1.696441667,-0.071058333,-4.020273456
8/2/14,3:30:00 AM,2/8/14 3:30,1.8525,2.129766667,0.277266667,14.96716149
8/2/14,3:45:00 AM,2/8/14 3:45,2.005,2.562333333,0.557333333,27.79717373
8/2/14,4:00:00 AM,2/8/14 4:00,2.16,2.776875,0.616875,28.55902778
8/2/14,4:15:00 AM,2/8/14 4:15,2.32,2.665741667,0.345741667,14.90265805
8/2/14,4:30:00 AM,2/8/14 4:30,2.38,2.644858333,0.264858333,11.1285014
8/2/14,4:45:00 AM,2/8/14 4:45,2.3325,2.404908333,0.072408333,3.104322972
8/2/14,5:00:00 AM,2/8/14 5:00,2.285,1.798891667,-0.486108333,-21.27388767
8/2/14,5:15:00 AM,2/8/14 5:15,2.2375,1.715391667,-0.522108333,-23.33445065
8/2/14,5:30:00 AM,2/8/14 5:30,2.2025,1.6966,-0.5059,-22.96935301
8/2/14,5:45:00 AM,2/8/14 5:45,2.1825,1.3125,-0.87,-39.86254296
8/2/14,6:00:00 AM,2/8/14 6:00,1.3475,1.415191667,0.067691667,5.023500309
8/2/14,6:15:00 AM,2/8/14 6:15,1.37,1.653208333,0.283208333,20.67214112
8/2/14,6:30:00 AM,2/8/14 6:30,1.42,1.412525,-0.007475,-0.526408451
8/2/14,6:45:00 AM,2/8/14 6:45,1.5025,1.382575,-0.119925,-7.981697171
8/2/14,7:00:00 AM,2/8/14 7:00,1.59,1.324341667,-0.265658333,-16.70807128
8/2/14,7:15:00 AM,2/8/14 7:15,1.68,1.495975,-0.184025,-10.95386905
8/2/14,7:30:00 AM,2/8/14 7:30,1.7875,2.105325,0.317825,17.78041958
8/2/14,7:45:00 AM,2/8/14 7:45,1.91,1.769541667,-0.140458333,-7.353839442
8/2/14,8:00:00 AM,2/8/14 8:00,2.035,1.334441667,-0.700558333,-34.42547093
8/2/14,8:15:00 AM,2/8/14 8:15,2.1625,1.851041667,-0.311458333,-14.4026975
8/2/14,8:30:00 AM,2/8/14 8:30,2.2975,2.268541667,-0.028958333,-1.260428001
8/2/14,8:45:00 AM,2/8/14 8:45,2.44,1.687758333,-0.752241667,-30.8295765
8/2/14,9:00:00 AM,2/8/14 9:00,2.5725,1.570808333,-1.001691667,-38.93845157
8/2/14,9:15:00 AM,2/8/14 9:15,2.7125,2.041225,-0.671275,-24.74746544
8/2/14,9:30:00 AM,2/8/14 9:30,2.85,2.576116667,-0.273883333,-9.60994152
8/2/14,9:45:00 AM,2/8/14 9:45,2.9825,2.77995,-0.20255,-6.791282481
8/2/14,10:00:00 AM,2/8/14 10:00,3.13,3.3914,0.2614,8.3514377
8/2/14,10:15:00 AM,2/8/14 10:15,3.2775,3.216583333,-0.060916667,-1.858632087
8/2/14,10:30:00 AM,2/8/14 10:30,3.3575,2.962875,-0.394625,-11.75353686
8/2/14,10:45:00 AM,2/8/14 10:45,3.36,2.890841667,-0.469158333,-13.96304563
8/2/14,11:00:00 AM,2/8/14 11:00,3.3575,3.392016667,0.034516667,1.028046662
8/2/14,11:15:00 AM,2/8/14 11:15,3.3525,3.73405,0.38155,11.38105891
8/2/14,11:30:00 AM,2/8/14 11:30,3.365,4.800141667,1.435141667,42.6490837
8/2/14,11:45:00 AM,2/8/14 11:45,3.4,4.978658333,1.578658333,46.43112745
8/2/14,12:00:00 PM,2/8/14 12:00,3.4,5.290733333,1.890733333,55.60980392
8/2/14,12:15:00 PM,2/8/14 12:15,3.435,5.887266667,2.452266667,71.39058709
8/2/14,12:30:00 PM,2/8/14 12:30,3.4575,6.124641667,2.667141667,77.14075681
8/2/14,12:45:00 PM,2/8/14 12:45,3.46,6.099875,2.639875,76.29696532
8/2/14,1:00:00 PM,2/8/14 13:00,3.46,5.913491667,2.453491667,70.91016378
8/2/14,1:15:00 PM,2/8/14 13:15,3.46,6.098141667,2.638141667,76.24686898
8/2/14,1:30:00 PM,2/8/14 13:30,3.4925,5.947908333,2.455408333,70.30517776
8/2/14,1:45:00 PM,2/8/14 13:45,3.56,6.099991667,2.539991667,71.34808052
8/2/14,2:00:00 PM,2/8/14 14:00,3.635,5.87805,2.24305,61.70701513
8/2/14,2:15:00 PM,2/8/14 14:15,3.705,5.3981,1.6931,45.6977058
8/2/14,2:30:00 PM,2/8/14 14:30,3.77,5.407475,1.637475,43.43435013
8/2/14,2:45:00 PM,2/8/14 14:45,3.8275,6.113558333,2.286058333,59.72719356
8/2/14,3:00:00 PM,2/8/14 15:00,4.38,5.278016667,0.898016667,20.50266362
8/2/14,3:15:00 PM,2/8/14 15:15,4.3725,5.061733333,0.689233333,15.76291214
8/2/14,3:30:00 PM,2/8/14 15:30,4.37,4.930633333,0.560633333,12.82913806
8/2/14,3:45:00 PM,2/8/14 15:45,4.3675,4.4166,0.0491,1.124212936
8/2/14,4:00:00 PM,2/8/14 16:00,4.36,4.890916667,0.530916667,12.17698777
8/2/14,4:15:00 PM,2/8/14 16:15,4.355,5.349,0.994,22.82433984
8/2/14,4:30:00 PM,2/8/14 16:30,4.275,4.846708333,0.571708333,13.37329435
8/2/14,4:45:00 PM,2/8/14 16:45,4.125,5.225508333,1.100508333,26.6789899
8/2/14,5:00:00 PM,2/8/14 17:00,3.9725,5.741808333,1.769308333,44.53891336
8/2/14,5:15:00 PM,2/8/14 17:15,3.8075,5.718475,1.910975,50.18975706
8/2/14,5:30:00 PM,2/8/14 17:30,3.73,5.589066667,1.859066667,49.8409294
8/2/14,5:45:00 PM,2/8/14 17:45,3.7375,4.954466667,1.216966667,32.56098105
8/2/14,6:00:00 PM,2/8/14 18:00,4.37,4.265441667,-0.104558333,-2.392639207
8/2/14,6:15:00 PM,2/8/14 18:15,4.31,5.224525,0.914525,21.21867749
8/2/14,6:30:00 PM,2/8/14 18:30,4.24,5.6967,1.4567,34.35613208
8/2/14,6:45:00 PM,2/8/14 18:45,4.155,5.581566667,1.426566667,34.33373446
8/2/14,7:00:00 PM,2/8/14 19:00,4.075,5.108625,1.033625,25.36503067
8/2/14,7:15:00 PM,2/8/14 19:15,3.9875,4.770441667,0.782941667,19.63490073
8/2/14,7:30:00 PM,2/8/14 19:30,3.97,4.100483333,0.130483333,3.286733837
8/2/14,7:45:00 PM,2/8/14 19:45,4.02,3.456216667,-0.563783333,-14.02446103
8/2/14,8:00:00 PM,2/8/14 20:00,4.0725,4.017341667,-0.055158333,-1.354409658
8/2/14,8:15:00 PM,2/8/14 20:15,4.13,3.780558333,-0.349441667,-8.461057304
8/2/14,8:30:00 PM,2/8/14 20:30,4.1675,2.696583333,-1.470916667,-35.29494101
8/2/14,8:45:00 PM,2/8/14 20:45,4.1725,2.222983333,-1.949516667,-46.72298782
8/2/14,9:00:00 PM,2/8/14 21:00,3.8775,2.579916667,-1.297583333,-33.46443155
8/2/14,9:15:00 PM,2/8/14 21:15,3.8975,2.7022,-1.1953,-30.66837716
8/2/14,9:30:00 PM,2/8/14 21:30,3.8675,2.354791667,-1.512708333,-39.11333764
8/2/14,9:45:00 PM,2/8/14 21:45,3.7825,2.257658333,-1.524841667,-40.31306455
8/2/14,10:00:00 PM,2/8/14 22:00,3.695,1.903841667,-1.791158333,-48.4751917
8/2/14,10:15:00 PM,2/8/14 22:15,3.6025,1.590091667,-2.012408333,-55.86143882
8/2/14,10:30:00 PM,2/8/14 22:30,3.535,1.847625,-1.687375,-47.73338048
8/2/14,10:45:00 PM,2/8/14 22:45,3.485,2.367008333,-1.117991667,-32.08010521
8/2/14,11:00:00 PM,2/8/14 23:00,3.435,2.450741667,-0.984258333,-28.65380883
8/2/14,11:15:00 PM,2/8/14 23:15,3.3875,2.848291667,-0.539208333,-15.91758918
8/2/14,11:30:00 PM,2/8/14 23:30,3.33,3.461958333,0.131958333,3.962712713
8/2/14,11:45:00 PM,2/8/14 23:45,3.2675,3.802608333,0.535108333,16.37668962
8/3/14,12:00:00 AM,3/8/14 0:00,3.19,4.277925,1.087925,34.10423197
8/3/14,12:15:00 AM,3/8/14 0:15,3.1325,4.386525,1.254025,40.03272147
8/3/14,12:30:00 AM,3/8/14 0:30,3.0475,3.760816667,0.713316667,23.40661745
8/3/14,12:45:00 AM,3/8/14 0:45,2.9325,3.466033333,0.533533333,18.19380506
8/3/14,1:00:00 AM,3/8/14 1:00,2.8125,3.38285,0.57035,20.27911111
8/3/14,1:15:00 AM,3/8/14 1:15,2.695,2.897366667,0.202366667,7.508967223
8/3/14,1:30:00 AM,3/8/14 1:30,2.61,2.944475,0.334475,12.8151341
8/3/14,1:45:00 AM,3/8/14 1:45,2.56,3.204008333,0.644008333,25.15657552
8/3/14,2:00:00 AM,3/8/14 2:00,2.515,3.332325,0.817325,32.49801193
8/3/14,2:15:00 AM,3/8/14 2:15,2.475,3.392941667,0.917941667,37.08855219
8/3/14,2:30:00 AM,3/8/14 2:30,2.4475,3.778458333,1.330958333,54.38032005
8/3/14,2:45:00 AM,3/8/14 2:45,2.43,3.813025,1.383025,56.91460905
8/3/14,3:00:00 AM,3/8/14 3:00,2.3875,4.501258333,2.113758333,88.53438045
8/3/14,3:15:00 AM,3/8/14 3:15,2.355,4.297658333,1.942658333,82.49079972
8/3/14,3:30:00 AM,3/8/14 3:30,2.3725,3.872191667,1.499691667,63.21145065
8/3/14,3:45:00 AM,3/8/14 3:45,2.44,3.673725,1.233725,50.5625
8/3/14,4:00:00 AM,3/8/14 4:00,2.5075,3.763425,1.255925,50.08673978
8/3/14,4:15:00 AM,3/8/14 4:15,2.575,3.413125,0.838125,32.54854369
8/3/14,4:30:00 AM,3/8/14 4:30,2.53,3.178758333,0.648758333,25.64262187
8/3/14,4:45:00 AM,3/8/14 4:45,2.38,3.265608333,0.885608333,37.21043417
8/3/14,5:00:00 AM,3/8/14 5:00,2.2325,3.211391667,0.978891667,43.84733109
8/3/14,5:15:00 AM,3/8/14 5:15,2.0775,2.696625,0.619125,29.80144404
8/3/14,5:30:00 AM,3/8/14 5:30,2.01,2.221475,0.211475,10.52114428
8/3/14,5:45:00 AM,3/8/14 5:45,2.0325,2.176158333,0.143658333,7.068060681
8/3/14,6:00:00 AM,3/8/14 6:00,2.2675,2.117166667,-0.150333333,-6.629915472
8/3/14,6:15:00 AM,3/8/14 6:15,2.3175,1.860283333,-0.457216667,-19.72887451
8/3/14,6:30:00 AM,3/8/14 6:30,2.415,1.766566667,-0.648433333,-26.85024155
8/3/14,6:45:00 AM,3/8/14 6:45,2.56,1.9272,-0.6328,-24.71875
8/3/14,7:00:00 AM,3/8/14 7:00,2.6975,1.741525,-0.955975,-35.43929564
8/3/14,7:15:00 AM,3/8/14 7:15,2.835,1.802358333,-1.032641667,-36.42475015
8/3/14,7:30:00 AM,3/8/14 7:30,2.985,1.656533333,-1.328466667,-44.50474595
8/3/14,7:45:00 AM,3/8/14 7:45,3.15,1.55645,-1.59355,-50.58888889
8/3/14,8:00:00 AM,3/8/14 8:00,3.325,1.783191667,-1.541808333,-46.37017544
8/3/14,8:15:00 AM,3/8/14 8:15,3.4975,1.574858333,-1.922641667,-54.97188468
8/3/14,8:30:00 AM,3/8/14 8:30,3.6175,1.400758333,-2.216741667,-61.27827689
8/3/14,8:45:00 AM,3/8/14 8:45,3.6825,1.451325,-2.231175,-60.5885947
8/3/14,9:00:00 AM,3/8/14 9:00,3.005,1.453266667,-1.551733333,-51.63838048
8/3/14,9:15:00 AM,3/8/14 9:15,3.16,1.8002,-1.3598,-43.03164557
8/3/14,9:30:00 AM,3/8/14 9:30,3.34,1.977566667,-1.362433333,-40.79141717
8/3/14,9:45:00 AM,3/8/14 9:45,3.555,2.27145,-1.28355,-36.10548523
8/3/14,10:00:00 AM,3/8/14 10:00,3.7625,3.008608333,-0.753891667,-20.03698782
8/3/14,10:15:00 AM,3/8/14 10:15,3.9725,2.983841667,-0.988658333,-24.88756031
8/3/14,10:30:00 AM,3/8/14 10:30,4.1675,3.352691667,-0.814808333,-19.5514897
8/3/14,10:45:00 AM,3/8/14 10:45,4.3475,3.871025,-0.476475,-10.95974698
8/3/14,11:00:00 AM,3/8/14 11:00,4.535,3.265725,-1.269275,-27.98842337
8/3/14,11:15:00 AM,3/8/14 11:15,4.72,2.647358333,-2.072641667,-43.91189972
8/3/14,11:30:00 AM,3/8/14 11:30,4.695,2.5145,-2.1805,-46.44302449
8/3/14,11:45:00 AM,3/8/14 11:45,4.4725,2.288316667,-2.184183333,-48.83584871
8/3/14,12:00:00 PM,3/8/14 12:00,4.19,2.92675,-1.26325,-30.14916468
8/3/14,12:15:00 PM,3/8/14 12:15,3.93,3.746766667,-0.183233333,-4.662425785
8/3/14,12:30:00 PM,3/8/14 12:30,3.8325,4.352658333,0.520158333,13.57229833
8/3/14,12:45:00 PM,3/8/14 12:45,3.88,4.508041667,0.628041667,16.18664089
8/3/14,1:00:00 PM,3/8/14 13:00,3.93,4.5721,0.6421,16.33842239
8/3/14,1:15:00 PM,3/8/14 13:15,3.98,4.8387,0.8587,21.57537688
8/3/14,1:30:00 PM,3/8/14 13:30,4.0425,4.85685,0.81435,20.14471243
8/3/14,1:45:00 PM,3/8/14 13:45,4.1175,4.801133333,0.683633333,16.60311678
8/3/14,2:00:00 PM,3/8/14 14:00,4.19,4.558791667,0.368791667,8.801710422
8/3/14,2:15:00 PM,3/8/14 14:15,4.265,4.237175,-0.027825,-0.652403283
8/3/14,2:30:00 PM,3/8/14 14:30,4.3525,5.103483333,0.750983333,17.25406854
8/3/14,2:45:00 PM,3/8/14 14:45,4.445,3.824016667,-0.620983333,-13.9703787
8/3/14,3:00:00 PM,3/8/14 15:00,3.74,3.33455,-0.40545,-10.84090909
8/3/14,3:15:00 PM,3/8/14 15:15,3.8425,4.017216667,0.174716667,4.546952939
8/3/14,3:30:00 PM,3/8/14 15:30,3.8625,4.818383333,0.955883333,24.74778857
8/3/14,3:45:00 PM,3/8/14 15:45,3.795,4.763666667,0.968666667,25.52481335
8/3/14,4:00:00 PM,3/8/14 16:00,3.7275,5.545458333,1.817958333,48.771518
8/3/14,4:15:00 PM,3/8/14 16:15,3.66,5.528641667,1.868641667,51.05578324
8/3/14,4:30:00 PM,3/8/14 16:30,3.6025,4.857066667,1.254566667,34.82489012
8/3/14,4:45:00 PM,3/8/14 16:45,3.5575,4.476283333,0.918783333,25.8266573
8/3/14,5:00:00 PM,3/8/14 17:00,3.5075,5.415666667,1.908166667,54.4024709
8/3/14,5:15:00 PM,3/8/14 17:15,3.4575,5.837516667,2.380016667,68.83634611
8/3/14,5:30:00 PM,3/8/14 17:30,3.4525,6.031266667,2.578766667,74.69273473
8/3/14,5:45:00 PM,3/8/14 17:45,3.4875,5.913933333,2.426433333,69.57514934
8/3/14,6:00:00 PM,3/8/14 18:00,3.3125,5.740391667,2.427891667,73.29484277
8/3/14,6:15:00 PM,3/8/14 18:15,3.3975,5.751491667,2.353991667,69.2859946
8/3/14,6:30:00 PM,3/8/14 18:30,3.415,6.14585,2.73085,79.96632504
8/3/14,6:45:00 PM,3/8/14 18:45,3.3525,5.683583333,2.331083333,69.53268705
8/3/14,7:00:00 PM,3/8/14 19:00,3.2875,4.611658333,1.324158333,40.27858048
8/3/14,7:15:00 PM,3/8/14 19:15,3.2175,4.507125,1.289625,40.08158508
8/3/14,7:30:00 PM,3/8/14 19:30,3.205,3.878575,0.673575,21.01638066
8/3/14,7:45:00 PM,3/8/14 19:45,3.245,4.633841667,1.388841667,42.79943503
8/3/14,8:00:00 PM,3/8/14 20:00,3.2875,4.4449,1.1574,35.20608365
8/3/14,8:15:00 PM,3/8/14 20:15,3.3275,4.530833333,1.203333333,36.16328575
8/3/14,8:30:00 PM,3/8/14 20:30,3.3775,4.250566667,0.873066667,25.8494942
8/3/14,8:45:00 PM,3/8/14 20:45,3.435,3.94965,0.51465,14.98253275
8/3/14,9:00:00 PM,3/8/14 21:00,3.625,3.342258333,-0.282741667,-7.799770115
8/3/14,9:15:00 PM,3/8/14 21:15,3.975,3.622108333,-0.352891667,-8.877777778
8/3/14,9:30:00 PM,3/8/14 21:30,3.9675,4.141016667,0.173516667,4.373450956
8/3/14,9:45:00 PM,3/8/14 21:45,3.865,4.6206,0.7556,19.54980595
8/3/14,10:00:00 PM,3/8/14 22:00,3.7625,4.868108333,1.105608333,29.38493909
8/3/14,10:15:00 PM,3/8/14 22:15,3.6525,4.682591667,1.030091667,28.2023728
8/3/14,10:30:00 PM,3/8/14 22:30,3.55,4.506366667,0.956366667,26.9399061
8/3/14,10:45:00 PM,3/8/14 22:45,3.45,4.5438,1.0938,31.70434783
8/3/14,11:00:00 PM,3/8/14 23:00,3.3525,4.672733333,1.320233333,39.38056177
8/3/14,11:15:00 PM,3/8/14 23:15,3.2525,4.704583333,1.452083333,44.64514476
8/3/14,11:30:00 PM,3/8/14 23:30,3.2225,4.726683333,1.504183333,46.6775278
8/3/14,11:45:00 PM,3/8/14 23:45,3.265,4.847683333,1.582683333,48.47422154
8/4/14,12:00:00 AM,4/8/14 0:00,3.295,4.8663,1.5713,47.68740516
8/4/14,12:15:00 AM,4/8/14 0:15,3.3425,4.6598,1.3173,39.41062079
8/4/14,12:30:00 AM,4/8/14 0:30,3.3525,4.290475,0.937975,27.97837435
8/4/14,12:45:00 AM,4/8/14 0:45,3.33,4.093791667,0.763791667,22.93668669
