,date,time,dt,forecast,actual,delta,dev,peak
0,8/1/14,12:00:00 AM,1/8/14 0:00,1.3325,-0.005016667,-1.337516667,-100.376485328,0
1,8/1/14,12:15:00 AM,1/8/14 0:15,1.395,-0.0063,-1.4013,-100.451612903,0
2,8/1/14,12:30:00 AM,1/8/14 0:30,1.4225,-0.008641667,-1.431141667,-100.607498559,0
3,8/1/14,12:45:00 AM,1/8/14 0:45,1.415,-0.007791667,-1.422791667,-100.550647845,0
4,8/1/14,1:00:00 AM,1/8/14 1:00,1.41,-0.008991667,-1.418991667,-100.637706879,0
5,8/1/14,1:15:00 AM,1/8/14 1:15,1.405,-0.008175,-1.413175,-100.581850534,0
6,8/1/14,1:30:00 AM,1/8/14 1:30,1.3725,-0.008466667,-1.380966667,-100.616879199,0
7,8/1/14,1:45:00 AM,1/8/14 1:45,1.3125,-0.0077,-1.3202,-100.586666667,0
8,8/1/14,2:00:00 AM,1/8/14 2:00,1.2475,-0.0078,-1.2553,-100.625250501,0
9,8/1/14,2:15:00 AM,1/8/14 2:15,1.185,-0.008416667,-1.193416667,-100.710267257,0
10,8/1/14,2:30:00 AM,1/8/14 2:30,1.115,-0.008925,-1.123925,-100.80044843,0
11,8/1/14,2:45:00 AM,1/8/14 2:45,1.0425,-0.008841667,-1.051341667,-100.848121535,0
12,8/1/14,3:00:00 AM,1/8/14 3:00,0.845,-0.008958333,-0.853958333,-101.060157751,0
13,8/1/14,3:15:00 AM,1/8/14 3:15,0.78,-0.008008333,-0.788008333,-101.026709359,0
14,8/1/14,3:30:00 AM,1/8/14 3:30,0.7525,-0.006566667,-0.759066667,-100.872646777,0
15,8/1/14,3:45:00 AM,1/8/14 3:45,0.77,-0.005783333,-0.775783333,-100.751082208,0
16,8/1/14,4:00:00 AM,1/8/14 4:00,0.79,-0.005941667,-0.795941667,-100.752109747,0
17,8/1/14,4:15:00 AM,1/8/14 4:15,0.81,-0.007375,-0.817375,-100.910493827,0
18,8/1/14,4:30:00 AM,1/8/14 4:30,0.7775,-0.008808333,-0.786308333,-101.132904566,0
19,8/1/14,4:45:00 AM,1/8/14 4:45,0.6775,-0.007541667,-0.685041667,-101.113161181,0
20,8/1/14,5:00:00 AM,1/8/14 5:00,0.575,-0.006216667,-0.581216667,-101.081159478,0
21,8/1/14,5:15:00 AM,1/8/14 5:15,0.48,-0.004016667,-0.484016667,-100.836805625,0
22,8/1/14,5:30:00 AM,1/8/14 5:30,0.4,-0.002541667,-0.402541667,-100.63541675,0
23,8/1/14,5:45:00 AM,1/8/14 5:45,0.3425,-0.002141667,-0.344641667,-100.625304234,0
24,8/1/14,6:00:00 AM,1/8/14 6:00,0.465,-0.002375,-0.467375,-100.510752688,0
25,8/1/14,6:15:00 AM,1/8/14 6:15,0.385,-0.002358333,-0.387358333,-100.612554026,0
26,8/1/14,6:30:00 AM,1/8/14 6:30,0.34,-0.001891667,-0.341891667,-100.556372647,0
27,8/1/14,6:45:00 AM,1/8/14 6:45,0.3225,-0.005775,-0.328275,-101.790697674,0
28,8/1/14,7:00:00 AM,1/8/14 7:00,0.3025,-0.006025,-0.308525,-101.991735537,1
29,8/1/14,7:15:00 AM,1/8/14 7:15,0.2775,-0.007925,-0.285425,-102.855855856,1
30,8/1/14,7:30:00 AM,1/8/14 7:30,0.265,0.021583333,-0.243416667,-91.8553460377,1
31,8/1/14,7:45:00 AM,1/8/14 7:45,0.2675,0.295966667,0.028466667,10.6417446729,1
32,8/1/14,8:00:00 AM,1/8/14 8:00,0.2725,0.5322,0.2597,95.3027522936,1
33,8/1/14,8:15:00 AM,1/8/14 8:15,0.28,0.2476,-0.0324,-11.5714285714,1
34,8/1/14,8:30:00 AM,1/8/14 8:30,0.245,0.002675,-0.242325,-98.9081632653,1
35,8/1/14,8:45:00 AM,1/8/14 8:45,0.175,-0.003291667,-0.178291667,-101.880952571,1
36,8/1/14,9:00:00 AM,1/8/14 9:00,0.125,-0.001566667,-0.126566667,-101.2533336,1
37,8/1/14,9:15:00 AM,1/8/14 9:15,0.1,-0.00075,-0.10075,-100.75,1
38,8/1/14,9:30:00 AM,1/8/14 9:30,0.025,-0.006941667,-0.031941667,-127.766668,1
39,8/1/14,9:45:00 AM,1/8/14 9:45,0.0225,0.036941667,0.014441667,64.1851866667,1
40,8/1/14,10:00:00 AM,1/8/14 10:00,0.0125,0.193358333,0.180858333,1446.866664,1
41,8/1/14,10:15:00 AM,1/8/14 10:15,0.015,0.555225,0.540225,3601.5,1
42,8/1/14,10:30:00 AM,1/8/14 10:30,0.0125,0.63245,0.61995,4959.6,1
43,8/1/14,10:45:00 AM,1/8/14 10:45,0.005,0.619266667,0.614266667,12285.33334,1
44,8/1/14,11:00:00 AM,1/8/14 11:00,0.0075,0.3475,0.34,4533.33333333,1
45,8/1/14,11:15:00 AM,1/8/14 11:15,0.0175,0.407816667,0.390316667,2230.38095429,1
46,8/1/14,11:30:00 AM,1/8/14 11:30,0.0225,0.74115,0.71865,3194.0,1
47,8/1/14,11:45:00 AM,1/8/14 11:45,0.025,0.5826,0.5576,2230.4,1
48,8/1/14,12:00:00 PM,1/8/14 12:00,0.125,0.284808333,0.159808333,127.8466664,1
49,8/1/14,12:15:00 PM,1/8/14 12:15,0.1,0.244841667,0.144841667,144.841667,1
50,8/1/14,12:30:00 PM,1/8/14 12:30,0.025,0.070666667,0.045666667,182.666668,1
51,8/1/14,12:45:00 PM,1/8/14 12:45,0.0225,0.663833333,0.641333333,2850.37036889,1
52,8/1/14,1:00:00 PM,1/8/14 13:00,0.0125,1.235141667,1.222641667,9781.133336,1
53,8/1/14,1:15:00 PM,1/8/14 13:15,0.0225,1.048058333,1.025558333,4558.03703556,1
54,8/1/14,1:30:00 PM,1/8/14 13:30,0.025,0.663416667,0.638416667,2553.666668,1
55,8/1/14,1:45:00 PM,1/8/14 13:45,0.125,0.376566667,0.251566667,201.2533336,1
56,8/1/14,2:00:00 PM,1/8/14 14:00,0.1,0.718416667,0.618416667,618.416667,1
57,8/1/14,2:15:00 PM,1/8/14 14:15,0.025,1.49795,1.47295,5891.8,1
58,8/1/14,2:30:00 PM,1/8/14 14:30,0.0275,2.203116667,2.175616667,7911.33333455,1
59,8/1/14,2:45:00 PM,1/8/14 14:45,0.0325,2.553883333,2.521383333,7758.10256308,1
60,8/1/14,3:00:00 PM,1/8/14 15:00,0.3075,2.685666667,2.378166667,773.387533984,1
61,8/1/14,3:15:00 PM,1/8/14 15:15,0.41,2.712766667,2.302766667,561.650406585,1
62,8/1/14,3:30:00 PM,1/8/14 15:30,0.605,2.998125,2.393125,395.55785124,1
63,8/1/14,3:45:00 PM,1/8/14 15:45,0.72,3.015408333,2.295408333,318.806712917,1
64,8/1/14,4:00:00 PM,1/8/14 16:00,0.79,3.068708333,2.278708333,288.444092785,1
65,8/1/14,4:15:00 PM,1/8/14 16:15,0.82,2.870375,2.050375,250.045731707,1
66,8/1/14,4:30:00 PM,1/8/14 16:30,0.8825,2.28975,1.40725,159.461756374,1
67,8/1/14,4:45:00 PM,1/8/14 16:45,0.975,3.80725,2.83225,290.487179487,1
68,8/1/14,5:00:00 PM,1/8/14 17:00,1.0775,3.806275,2.728775,253.250580046,1
69,8/1/14,5:15:00 PM,1/8/14 17:15,1.185,3.236058333,2.051058333,173.085091392,1
70,8/1/14,5:30:00 PM,1/8/14 17:30,1.33,3.657066667,2.327066667,174.967418571,1
71,8/1/14,5:45:00 PM,1/8/14 17:45,1.5175,2.847933333,1.330433333,87.6727072817,1
72,8/1/14,6:00:00 PM,1/8/14 18:00,2.025,2.604975,0.579975,28.6407407407,1
73,8/1/14,6:15:00 PM,1/8/14 18:15,2.19,2.256575,0.066575,3.0399543379,1
74,8/1/14,6:30:00 PM,1/8/14 18:30,2.2675,1.76435,-0.50315,-22.1896361632,1
75,8/1/14,6:45:00 PM,1/8/14 18:45,2.2575,1.546783333,-0.710716667,-31.4824658693,1
76,8/1/14,7:00:00 PM,1/8/14 19:00,2.2475,1.432375,-0.815125,-36.2680756396,1
77,8/1/14,7:15:00 PM,1/8/14 19:15,2.235,1.119858333,-1.115141667,-49.894481745,1
78,8/1/14,7:30:00 PM,1/8/14 19:30,2.3425,1.243733333,-1.098766667,-46.9057275133,1
79,8/1/14,7:45:00 PM,1/8/14 19:45,2.575,0.992416667,-1.582583333,-61.4595469126,1
80,8/1/14,8:00:00 PM,1/8/14 20:00,2.81,1.0977,-1.7123,-60.9359430605,1
81,8/1/14,8:15:00 PM,1/8/14 20:15,3.055,0.890233333,-2.164766667,-70.8597927005,1
82,8/1/14,8:30:00 PM,1/8/14 20:30,3.18,0.865816667,-2.314183333,-72.7730607862,1
83,8/1/14,8:45:00 PM,1/8/14 20:45,3.1775,0.728333333,-2.449166667,-77.0784159559,1
84,8/1/14,9:00:00 PM,1/8/14 21:00,2.4375,0.768516667,-1.668983333,-68.4711110974,1
85,8/1/14,9:15:00 PM,1/8/14 21:15,2.4075,0.70015,-1.70735,-70.9179646937,1
86,8/1/14,9:30:00 PM,1/8/14 21:30,2.36,0.289891667,-2.070108333,-87.7164547881,1
87,8/1/14,9:45:00 PM,1/8/14 21:45,2.2925,0.171508333,-2.120991667,-92.5187204798,1
88,8/1/14,10:00:00 PM,1/8/14 22:00,2.2225,0.396025,-1.826475,-82.1811023622,1
89,8/1/14,10:15:00 PM,1/8/14 22:15,2.1525,0.739058333,-1.413441667,-65.6651180952,0
90,8/1/14,10:30:00 PM,1/8/14 22:30,2.09,0.804658333,-1.285341667,-61.4996012919,0
91,8/1/14,10:45:00 PM,1/8/14 22:45,2.0425,0.818225,-1.224275,-59.9400244798,0
92,8/1/14,11:00:00 PM,1/8/14 23:00,1.995,1.1793,-0.8157,-40.8872180451,0
93,8/1/14,11:15:00 PM,1/8/14 23:15,1.9475,1.351633333,-0.595866667,-30.5964912452,0
94,8/1/14,11:30:00 PM,1/8/14 23:30,1.9125,0.840883333,-1.071616667,-56.0322440261,0
95,8/1/14,11:45:00 PM,1/8/14 23:45,1.8925,1.0186,-0.8739,-46.177014531,0
96,8/2/14,12:00:00 AM,2/8/14 0:00,1.8375,0.985391667,-0.852108333,-46.3732426122,0
97,8/2/14,12:15:00 AM,2/8/14 0:15,1.825,1.010575,-0.814425,-44.6260273973,0
98,8/2/14,12:30:00 AM,2/8/14 0:30,1.81,1.08915,-0.72085,-39.8259668508,0
99,8/2/14,12:45:00 AM,2/8/14 0:45,1.79,1.220533333,-0.569466667,-31.8137802793,0
100,8/2/14,1:00:00 AM,2/8/14 1:00,1.775,1.249658333,-0.525341667,-29.5967136338,0
101,8/2/14,1:15:00 AM,2/8/14 1:15,1.7575,1.247925,-0.509575,-28.9943100996,0
102,8/2/14,1:30:00 AM,2/8/14 1:30,1.7675,1.297091667,-0.470408333,-26.614332843,0
103,8/2/14,1:45:00 AM,2/8/14 1:45,1.81,1.400775,-0.409225,-22.6091160221,0
104,8/2/14,2:00:00 AM,2/8/14 2:00,1.85,1.490225,-0.359775,-19.4472972973,0
105,8/2/14,2:15:00 AM,2/8/14 2:15,1.8925,1.502875,-0.389625,-20.5878467635,0
106,8/2/14,2:30:00 AM,2/8/14 2:30,1.925,1.650125,-0.274875,-14.2792207792,0
107,8/2/14,2:45:00 AM,2/8/14 2:45,1.945,1.617225,-0.327775,-16.85218509,0
108,8/2/14,3:00:00 AM,2/8/14 3:00,1.745,1.593708333,-0.151291667,-8.6700095702,0
109,8/2/14,3:15:00 AM,2/8/14 3:15,1.7675,1.696441667,-0.071058333,-4.02027343706,0
110,8/2/14,3:30:00 AM,2/8/14 3:30,1.8525,2.129766667,0.277266667,14.9671615115,0
111,8/2/14,3:45:00 AM,2/8/14 3:45,2.005,2.562333333,0.557333333,27.7971737157,0
112,8/2/14,4:00:00 AM,2/8/14 4:00,2.16,2.776875,0.616875,28.5590277778,0
113,8/2/14,4:15:00 AM,2/8/14 4:15,2.32,2.665741667,0.345741667,14.9026580603,0
114,8/2/14,4:30:00 AM,2/8/14 4:30,2.38,2.644858333,0.264858333,11.1285013866,0
115,8/2/14,4:45:00 AM,2/8/14 4:45,2.3325,2.404908333,0.072408333,3.1043229582,0
116,8/2/14,5:00:00 AM,2/8/14 5:00,2.285,1.798891667,-0.486108333,-21.2738876586,0
117,8/2/14,5:15:00 AM,2/8/14 5:15,2.2375,1.715391667,-0.522108333,-23.3344506369,0
118,8/2/14,5:30:00 AM,2/8/14 5:30,2.2025,1.6966,-0.5059,-22.9693530079,0
119,8/2/14,5:45:00 AM,2/8/14 5:45,2.1825,1.3125,-0.87,-39.8625429553,0
120,8/2/14,6:00:00 AM,2/8/14 6:00,1.3475,1.415191667,0.067691667,5.02350033395,0
121,8/2/14,6:15:00 AM,2/8/14 6:15,1.37,1.653208333,0.283208333,20.6721410949,0
122,8/2/14,6:30:00 AM,2/8/14 6:30,1.42,1.412525,-0.007475,-0.526408450704,0
123,8/2/14,6:45:00 AM,2/8/14 6:45,1.5025,1.382575,-0.119925,-7.98169717138,0
124,8/2/14,7:00:00 AM,2/8/14 7:00,1.59,1.324341667,-0.265658333,-16.7080712579,1
125,8/2/14,7:15:00 AM,2/8/14 7:15,1.68,1.495975,-0.184025,-10.9538690476,1
126,8/2/14,7:30:00 AM,2/8/14 7:30,1.7875,2.105325,0.317825,17.7804195804,1
127,8/2/14,7:45:00 AM,2/8/14 7:45,1.91,1.769541667,-0.140458333,-7.35383942408,1
128,8/2/14,8:00:00 AM,2/8/14 8:00,2.035,1.334441667,-0.700558333,-34.4254709091,1
129,8/2/14,8:15:00 AM,2/8/14 8:15,2.1625,1.851041667,-0.311458333,-14.4026974798,1
130,8/2/14,8:30:00 AM,2/8/14 8:30,2.2975,2.268541667,-0.028958333,-1.26042798694,1
131,8/2/14,8:45:00 AM,2/8/14 8:45,2.44,1.687758333,-0.752241667,-30.8295765164,1
132,8/2/14,9:00:00 AM,2/8/14 9:00,2.5725,1.570808333,-1.001691667,-38.9384515841,1
133,8/2/14,9:15:00 AM,2/8/14 9:15,2.7125,2.041225,-0.671275,-24.7474654378,1
134,8/2/14,9:30:00 AM,2/8/14 9:30,2.85,2.576116667,-0.273883333,-9.60994150877,1
135,8/2/14,9:45:00 AM,2/8/14 9:45,2.9825,2.77995,-0.20255,-6.79128248114,1
136,8/2/14,10:00:00 AM,2/8/14 10:00,3.13,3.3914,0.2614,8.35143769968,1
137,8/2/14,10:15:00 AM,2/8/14 10:15,3.2775,3.216583333,-0.060916667,-1.85863209764,1
138,8/2/14,10:30:00 AM,2/8/14 10:30,3.3575,2.962875,-0.394625,-11.7535368578,1
139,8/2/14,10:45:00 AM,2/8/14 10:45,3.36,2.890841667,-0.469158333,-13.963045625,1
140,8/2/14,11:00:00 AM,2/8/14 11:00,3.3575,3.392016667,0.034516667,1.02804667163,1
141,8/2/14,11:15:00 AM,2/8/14 11:15,3.3525,3.73405,0.38155,11.3810589113,1
142,8/2/14,11:30:00 AM,2/8/14 11:30,3.365,4.800141667,1.435141667,42.6490837147,1
143,8/2/14,11:45:00 AM,2/8/14 11:45,3.4,4.978658333,1.578658333,46.4311274412,1
144,8/2/14,12:00:00 PM,2/8/14 12:00,3.4,5.290733333,1.890733333,55.6098039118,1
145,8/2/14,12:15:00 PM,2/8/14 12:15,3.435,5.887266667,2.452266667,71.3905871033,1
146,8/2/14,12:30:00 PM,2/8/14 12:30,3.4575,6.124641667,2.667141667,77.1407568185,1
147,8/2/14,12:45:00 PM,2/8/14 12:45,3.46,6.099875,2.639875,76.2969653179,1
148,8/2/14,1:00:00 PM,2/8/14 13:00,3.46,5.913491667,2.453491667,70.9101637861,1
149,8/2/14,1:15:00 PM,2/8/14 13:15,3.46,6.098141667,2.638141667,76.2468689884,1
150,8/2/14,1:30:00 PM,2/8/14 13:30,3.4925,5.947908333,2.455408333,70.3051777523,1
151,8/2/14,1:45:00 PM,2/8/14 13:45,3.56,6.099991667,2.539991667,71.3480805337,1
152,8/2/14,2:00:00 PM,2/8/14 14:00,3.635,5.87805,2.24305,61.7070151307,1
153,8/2/14,2:15:00 PM,2/8/14 14:15,3.705,5.3981,1.6931,45.697705803,1
154,8/2/14,2:30:00 PM,2/8/14 14:30,3.77,5.407475,1.637475,43.4343501326,1
155,8/2/14,2:45:00 PM,2/8/14 14:45,3.8275,6.113558333,2.286058333,59.7271935467,1
156,8/2/14,3:00:00 PM,2/8/14 15:00,4.38,5.278016667,0.898016667,20.5026636301,1
157,8/2/14,3:15:00 PM,2/8/14 15:15,4.3725,5.061733333,0.689233333,15.7629121326,1
158,8/2/14,3:30:00 PM,2/8/14 15:30,4.37,4.930633333,0.560633333,12.8291380549,1
159,8/2/14,3:45:00 PM,2/8/14 15:45,4.3675,4.4166,0.0491,1.12421293646,1
160,8/2/14,4:00:00 PM,2/8/14 16:00,4.36,4.890916667,0.530916667,12.1769877752,1
161,8/2/14,4:15:00 PM,2/8/14 16:15,4.355,5.349,0.994,22.8243398393,1
162,8/2/14,4:30:00 PM,2/8/14 16:30,4.275,4.846708333,0.571708333,13.3732943392,1
163,8/2/14,4:45:00 PM,2/8/14 16:45,4.125,5.225508333,1.100508333,26.6789898909,1
164,8/2/14,5:00:00 PM,2/8/14 17:00,3.9725,5.741808333,1.769308333,44.5389133543,1
165,8/2/14,5:15:00 PM,2/8/14 17:15,3.8075,5.718475,1.910975,50.1897570584,1
166,8/2/14,5:30:00 PM,2/8/14 17:30,3.73,5.589066667,1.859066667,49.8409294102,1
167,8/2/14,5:45:00 PM,2/8/14 17:45,3.7375,4.954466667,1.216966667,32.5609810569,1
168,8/2/14,6:00:00 PM,2/8/14 18:00,4.37,4.265441667,-0.104558333,-2.39263919908,1
169,8/2/14,6:15:00 PM,2/8/14 18:15,4.31,5.224525,0.914525,21.2186774942,1
170,8/2/14,6:30:00 PM,2/8/14 18:30,4.24,5.6967,1.4567,34.3561320755,1
171,8/2/14,6:45:00 PM,2/8/14 18:45,4.155,5.581566667,1.426566667,34.3337344645,1
172,8/2/14,7:00:00 PM,2/8/14 19:00,4.075,5.108625,1.033625,25.3650306748,1
173,8/2/14,7:15:00 PM,2/8/14 19:15,3.9875,4.770441667,0.782941667,19.6349007398,1
174,8/2/14,7:30:00 PM,2/8/14 19:30,3.97,4.100483333,0.130483333,3.28673382872,1
175,8/2/14,7:45:00 PM,2/8/14 19:45,4.02,3.456216667,-0.563783333,-14.0244610199,1
176,8/2/14,8:00:00 PM,2/8/14 20:00,4.0725,4.017341667,-0.055158333,-1.35440965009,1
177,8/2/14,8:15:00 PM,2/8/14 20:15,4.13,3.780558333,-0.349441667,-8.46105731235,1
178,8/2/14,8:30:00 PM,2/8/14 20:30,4.1675,2.696583333,-1.470916667,-35.2949410198,1
179,8/2/14,8:45:00 PM,2/8/14 20:45,4.1725,2.222983333,-1.949516667,-46.722987825,1
180,8/2/14,9:00:00 PM,2/8/14 21:00,3.8775,2.579916667,-1.297583333,-33.4644315409,1
181,8/2/14,9:15:00 PM,2/8/14 21:15,3.8975,2.7022,-1.1953,-30.6683771648,1
182,8/2/14,9:30:00 PM,2/8/14 21:30,3.8675,2.354791667,-1.512708333,-39.1133376341,1
183,8/2/14,9:45:00 PM,2/8/14 21:45,3.7825,2.257658333,-1.524841667,-40.3130645605,1
184,8/2/14,10:00:00 PM,2/8/14 22:00,3.695,1.903841667,-1.791158333,-48.4751916915,1
185,8/2/14,10:15:00 PM,2/8/14 22:15,3.6025,1.590091667,-2.012408333,-55.8614388064,0
186,8/2/14,10:30:00 PM,2/8/14 22:30,3.535,1.847625,-1.687375,-47.7333804809,0
187,8/2/14,10:45:00 PM,2/8/14 22:45,3.485,2.367008333,-1.117991667,-32.0801052224,0
188,8/2/14,11:00:00 PM,2/8/14 23:00,3.435,2.450741667,-0.984258333,-28.653808821,0
189,8/2/14,11:15:00 PM,2/8/14 23:15,3.3875,2.848291667,-0.539208333,-15.9175891661,0
190,8/2/14,11:30:00 PM,2/8/14 23:30,3.33,3.461958333,0.131958333,3.9627127027,0
191,8/2/14,11:45:00 PM,2/8/14 23:45,3.2675,3.802608333,0.535108333,16.3766896098,0
192,8/3/14,12:00:00 AM,3/8/14 0:00,3.19,4.277925,1.087925,34.1042319749,0
193,8/3/14,12:15:00 AM,3/8/14 0:15,3.1325,4.386525,1.254025,40.0327214685,0
194,8/3/14,12:30:00 AM,3/8/14 0:30,3.0475,3.760816667,0.713316667,23.4066174569,0
195,8/3/14,12:45:00 AM,3/8/14 0:45,2.9325,3.466033333,0.533533333,18.1938050469,0
196,8/3/14,1:00:00 AM,3/8/14 1:00,2.8125,3.38285,0.57035,20.2791111111,0
197,8/3/14,1:15:00 AM,3/8/14 1:15,2.695,2.897366667,0.202366667,7.50896723562,0
198,8/3/14,1:30:00 AM,3/8/14 1:30,2.61,2.944475,0.334475,12.8151340996,0
199,8/3/14,1:45:00 AM,3/8/14 1:45,2.56,3.204008333,0.644008333,25.1565755078,0
200,8/3/14,2:00:00 AM,3/8/14 2:00,2.515,3.332325,0.817325,32.4980119284,0
201,8/3/14,2:15:00 AM,3/8/14 2:15,2.475,3.392941667,0.917941667,37.088552202,0
202,8/3/14,2:30:00 AM,3/8/14 2:30,2.4475,3.778458333,1.330958333,54.3803200409,0
203,8/3/14,2:45:00 AM,3/8/14 2:45,2.43,3.813025,1.383025,56.9146090535,0
204,8/3/14,3:00:00 AM,3/8/14 3:00,2.3875,4.501258333,2.113758333,88.5343804398,0
205,8/3/14,3:15:00 AM,3/8/14 3:15,2.355,4.297658333,1.942658333,82.4907997028,0
206,8/3/14,3:30:00 AM,3/8/14 3:30,2.3725,3.872191667,1.499691667,63.2114506639,0
207,8/3/14,3:45:00 AM,3/8/14 3:45,2.44,3.673725,1.233725,50.5625,0
208,8/3/14,4:00:00 AM,3/8/14 4:00,2.5075,3.763425,1.255925,50.0867397807,0
209,8/3/14,4:15:00 AM,3/8/14 4:15,2.575,3.413125,0.838125,32.5485436893,0
210,8/3/14,4:30:00 AM,3/8/14 4:30,2.53,3.178758333,0.648758333,25.6426218577,0
211,8/3/14,4:45:00 AM,3/8/14 4:45,2.38,3.265608333,0.885608333,37.2104341597,0
212,8/3/14,5:00:00 AM,3/8/14 5:00,2.2325,3.211391667,0.978891667,43.8473311086,0
213,8/3/14,5:15:00 AM,3/8/14 5:15,2.0775,2.696625,0.619125,29.8014440433,0
214,8/3/14,5:30:00 AM,3/8/14 5:30,2.01,2.221475,0.211475,10.5211442786,0
215,8/3/14,5:45:00 AM,3/8/14 5:45,2.0325,2.176158333,0.143658333,7.06806066421,0
216,8/3/14,6:00:00 AM,3/8/14 6:00,2.2675,2.117166667,-0.150333333,-6.62991545755,0
217,8/3/14,6:15:00 AM,3/8/14 6:15,2.3175,1.860283333,-0.457216667,-19.72887452,0
218,8/3/14,6:30:00 AM,3/8/14 6:30,2.415,1.766566667,-0.648433333,-26.8502415321,0
219,8/3/14,6:45:00 AM,3/8/14 6:45,2.56,1.9272,-0.6328,-24.71875,0
220,8/3/14,7:00:00 AM,3/8/14 7:00,2.6975,1.741525,-0.955975,-35.4392956441,1
221,8/3/14,7:15:00 AM,3/8/14 7:15,2.835,1.802358333,-1.032641667,-36.4247501587,1
222,8/3/14,7:30:00 AM,3/8/14 7:30,2.985,1.656533333,-1.328466667,-44.5047459631,1
223,8/3/14,7:45:00 AM,3/8/14 7:45,3.15,1.55645,-1.59355,-50.5888888889,1
224,8/3/14,8:00:00 AM,3/8/14 8:00,3.325,1.783191667,-1.541808333,-46.3701754286,1
225,8/3/14,8:15:00 AM,3/8/14 8:15,3.4975,1.574858333,-1.922641667,-54.9718846891,1
226,8/3/14,8:30:00 AM,3/8/14 8:30,3.6175,1.400758333,-2.216741667,-61.2782769039,1
227,8/3/14,8:45:00 AM,3/8/14 8:45,3.6825,1.451325,-2.231175,-60.5885947047,1
228,8/3/14,9:00:00 AM,3/8/14 9:00,3.005,1.453266667,-1.551733333,-51.6383804659,1
229,8/3/14,9:15:00 AM,3/8/14 9:15,3.16,1.8002,-1.3598,-43.0316455696,1
230,8/3/14,9:30:00 AM,3/8/14 9:30,3.34,1.977566667,-1.362433333,-40.7914171557,1
231,8/3/14,9:45:00 AM,3/8/14 9:45,3.555,2.27145,-1.28355,-36.1054852321,1
232,8/3/14,10:00:00 AM,3/8/14 10:00,3.7625,3.008608333,-0.753891667,-20.0369878272,1
233,8/3/14,10:15:00 AM,3/8/14 10:15,3.9725,2.983841667,-0.988658333,-24.8875603021,1
234,8/3/14,10:30:00 AM,3/8/14 10:30,4.1675,3.352691667,-0.814808333,-19.5514896941,1
235,8/3/14,10:45:00 AM,3/8/14 10:45,4.3475,3.871025,-0.476475,-10.959746981,1
236,8/3/14,11:00:00 AM,3/8/14 11:00,4.535,3.265725,-1.269275,-27.9884233738,1
237,8/3/14,11:15:00 AM,3/8/14 11:15,4.72,2.647358333,-2.072641667,-43.9118997246,1
238,8/3/14,11:30:00 AM,3/8/14 11:30,4.695,2.5145,-2.1805,-46.4430244941,1
239,8/3/14,11:45:00 AM,3/8/14 11:45,4.4725,2.288316667,-2.184183333,-48.8358486976,1
240,8/3/14,12:00:00 PM,3/8/14 12:00,4.19,2.92675,-1.26325,-30.1491646778,1
241,8/3/14,12:15:00 PM,3/8/14 12:15,3.93,3.746766667,-0.183233333,-4.66242577608,1
242,8/3/14,12:30:00 PM,3/8/14 12:30,3.8325,4.352658333,0.520158333,13.572298317,1
243,8/3/14,12:45:00 PM,3/8/14 12:45,3.88,4.508041667,0.628041667,16.1866409021,1
244,8/3/14,1:00:00 PM,3/8/14 13:00,3.93,4.5721,0.6421,16.3384223919,1
245,8/3/14,1:15:00 PM,3/8/14 13:15,3.98,4.8387,0.8587,21.5753768844,1
246,8/3/14,1:30:00 PM,3/8/14 13:30,4.0425,4.85685,0.81435,20.1447124304,1
247,8/3/14,1:45:00 PM,3/8/14 13:45,4.1175,4.801133333,0.683633333,16.6031167699,1
248,8/3/14,2:00:00 PM,3/8/14 14:00,4.19,4.558791667,0.368791667,8.80171042959,1
249,8/3/14,2:15:00 PM,3/8/14 14:15,4.265,4.237175,-0.027825,-0.652403282532,1
250,8/3/14,2:30:00 PM,3/8/14 14:30,4.3525,5.103483333,0.750983333,17.2540685353,1
251,8/3/14,2:45:00 PM,3/8/14 14:45,4.445,3.824016667,-0.620983333,-13.9703786952,1
252,8/3/14,3:00:00 PM,3/8/14 15:00,3.74,3.33455,-0.40545,-10.8409090909,1
253,8/3/14,3:15:00 PM,3/8/14 15:15,3.8425,4.017216667,0.174716667,4.5469529473,1
254,8/3/14,3:30:00 PM,3/8/14 15:30,3.8625,4.818383333,0.955883333,24.7477885566,1
255,8/3/14,3:45:00 PM,3/8/14 15:45,3.795,4.763666667,0.968666667,25.5248133597,1
256,8/3/14,4:00:00 PM,3/8/14 16:00,3.7275,5.545458333,1.817958333,48.7715179879,1
257,8/3/14,4:15:00 PM,3/8/14 16:15,3.66,5.528641667,1.868641667,51.0557832514,1
258,8/3/14,4:30:00 PM,3/8/14 16:30,3.6025,4.857066667,1.254566667,34.8248901319,1
259,8/3/14,4:45:00 PM,3/8/14 16:45,3.5575,4.476283333,0.918783333,25.8266572874,1
260,8/3/14,5:00:00 PM,3/8/14 17:00,3.5075,5.415666667,1.908166667,54.4024709052,1
261,8/3/14,5:15:00 PM,3/8/14 17:15,3.4575,5.837516667,2.380016667,68.8363461171,1
262,8/3/14,5:30:00 PM,3/8/14 17:30,3.4525,6.031266667,2.578766667,74.6927347429,1
263,8/3/14,5:45:00 PM,3/8/14 17:45,3.4875,5.913933333,2.426433333,69.5751493333,1
264,8/3/14,6:00:00 PM,3/8/14 18:00,3.3125,5.740391667,2.427891667,73.2948427774,1
